"Time","Status","Age","Transport","Independence_Level","Independence","Extraversion_Level","Extraversion","Selfcontrol_level","Selfcontrol","Anxiety_Level","Anxiety","Turnover","Industry_HighT_Group","PowerIndustry","Profession_Group","Risk_Group","Risk_Group2","RiskGroup_Profession_Industry","RiskGroup_Age_Anxiety"
"860",2.102669405,FALSE,">35","car",3.4,"No independent",8.6,"Extraverted",4.1," NO Selfcontrol",7.1,"Anxious",0,"others","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"861",2.102669405,FALSE,">35","car",4.1,"Independent",7.8,"Extraverted",4.1," NO Selfcontrol",7.1,"Anxious",0,"others","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"862",8.772073922,FALSE,">35","bus",4.8,"Independent",6.2,"Extraverted",7.2,"Selfcontrol",5.6," NO Anxious",0,"etc","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"863",86.04517454,FALSE,"<=35","car",7.6,"Independent",3,"Introverted",7.2,"Selfcontrol",4.8," NO Anxious",0,"etc","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"864",19.44969199,FALSE,">35","foot",4.1,"Independent",6.2,"Extraverted",6.4,"Selfcontrol",6.3,"Anxious",0,"manufacture","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"865",19.44969199,FALSE,">35","foot",2.6,"No independent",8.6,"Extraverted",7.2,"Selfcontrol",4.8," NO Anxious",0,"manufacture","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"866",20.59958932,TRUE,"<=35","car",4.8,"Independent",3,"Introverted",7.2,"Selfcontrol",7.9,"Anxious",1,"manufacture","MOE","HR","High Risk","Medium Risk","Medium Risk","High Risk"
"867",20.59958932,TRUE,"<=35","car",5.5,"Independent",3,"Introverted",5.7," NO Selfcontrol",7.1,"Anxious",1,"manufacture","MOE","HR","High Risk","Medium Risk","Medium Risk","High Risk"
"868",7.852156057,FALSE,"<=35","bus",4.8,"Independent",7,"Extraverted",4.1," NO Selfcontrol",4.8," NO Anxious",0,"others","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"869",7.852156057,FALSE,"<=35","bus",6.9,"Independent",5.4,"Introverted",8,"Selfcontrol",4.8," NO Anxious",0,"others","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"870",21.65092402,FALSE,">35","bus",6.2,"Independent",6.2,"Extraverted",4.1," NO Selfcontrol",5.6," NO Anxious",0,"others","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"871",20.76386037,FALSE,"<=35","bus",6.9,"Independent",3,"Introverted",4.9," NO Selfcontrol",4.8," NO Anxious",0,"others","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"872",33.97125257,FALSE,"<=35","bus",6.2,"Independent",7,"Extraverted",3.3," NO Selfcontrol",3.3," NO Anxious",0,"Banks","BCA","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"873",99.77823409,FALSE,"<=35","bus",2.6,"No independent",5.4,"Introverted",7.2,"Selfcontrol",7.1,"Anxious",0,"others","MOE","HR","High Risk","Medium Risk","Medium Risk","High Risk"
"874",99.77823409,FALSE,"<=35","bus",4.1,"Independent",5.4,"Introverted",8.7,"Selfcontrol",4.8," NO Anxious",0,"others","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"875",60.78028747,FALSE,"<=35","car",6.2,"Independent",7.8,"Extraverted",6.4,"Selfcontrol",7.9,"Anxious",0,"others","MOE","HR","High Risk","Medium Risk","Medium Risk","High Risk"
"876",60.78028747,FALSE,"<=35","car",3.4,"No independent",3.8,"Introverted",5.7," NO Selfcontrol",8.7,"Anxious",0,"others","MOE","HR","High Risk","Medium Risk","Medium Risk","High Risk"
"877",51.58110883,FALSE,">35","car",6.9,"Independent",3.8,"Introverted",4.9," NO Selfcontrol",4.8," NO Anxious",0,"manufacture","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"878",5.585215606,FALSE,"<=35","bus",3.4,"No independent",6.2,"Extraverted",8,"Selfcontrol",3.3," NO Anxious",0,"IT","IT","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"879",6.866529774,FALSE,">35","car",4.8,"Independent",4.6,"Introverted",8.7,"Selfcontrol",4.8," NO Anxious",0,"etc","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"880",23.9835729,FALSE,"<=35","bus",2.6,"No independent",7.8,"Extraverted",5.7," NO Selfcontrol",8.7,"Anxious",0,"others","MOE","HR","High Risk","Medium Risk","Medium Risk","High Risk"
"881",9.691991786,FALSE,"<=35","car",3.4,"No independent",7.8,"Extraverted",5.7," NO Selfcontrol",4," NO Anxious",0,"others","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"882",73.29774127,TRUE,"<=35","bus",8.4,"Independent",5.4,"Introverted",4.1," NO Selfcontrol",4.8," NO Anxious",1,"others","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"883",73.29774127,TRUE,"<=35","bus",5.5,"Independent",7.8,"Extraverted",4.1," NO Selfcontrol",4.8," NO Anxious",1,"others","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"884",34.56262834,TRUE,"<=35","car",4.8,"Independent",9.4,"Extraverted",4.1," NO Selfcontrol",7.1,"Anxious",1,"others","MOE","Others","High Risk","Medium Risk","Medium Risk","High Risk"
"885",34.56262834,TRUE,"<=35","car",4.8,"Independent",7.8,"Extraverted",3.3," NO Selfcontrol",7.1,"Anxious",1,"others","MOE","Others","High Risk","Medium Risk","Medium Risk","High Risk"
"886",42.90759754,FALSE,"<=35","bus",6.2,"Independent",6.2,"Extraverted",4.1," NO Selfcontrol",4.8," NO Anxious",0,"Banks","BCA","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"887",70.93223819,FALSE,"<=35","bus",4.1,"Independent",4.6,"Introverted",5.7," NO Selfcontrol",8.7,"Anxious",0,"others","MOE","HR","High Risk","Medium Risk","Medium Risk","High Risk"
"888",5.35523614,FALSE,"<=35","car",5.5,"Independent",6.2,"Extraverted",6.4,"Selfcontrol",7.1,"Anxious",0,"others","MOE","HR","High Risk","Medium Risk","Medium Risk","High Risk"
"889",43.17043121,FALSE,">35","bus",6.2,"Independent",4.6,"Introverted",7.2,"Selfcontrol",6.3,"Anxious",0,"others","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"890",11.72895277,FALSE,"<=35","bus",3.4,"No independent",6.2,"Extraverted",6.4,"Selfcontrol",7.1,"Anxious",0,"others","MOE","Others","High Risk","Medium Risk","Medium Risk","High Risk"
"891",4.468172485,FALSE,"<=35","car",4.1,"Independent",7,"Extraverted",6.4,"Selfcontrol",6.3,"Anxious",0,"manufacture","MOE","HR","High Risk","Medium Risk","Medium Risk","High Risk"
"892",55.12936345,FALSE,">35","bus",6.2,"Independent",6.2,"Extraverted",2.6," NO Selfcontrol",4.8," NO Anxious",0,"Consult","BCA","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"893",55.12936345,FALSE,">35","bus",7.6,"Independent",5.4,"Introverted",4.9," NO Selfcontrol",2.5," NO Anxious",0,"Consult","BCA","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"894",0.887063655,FALSE,"<=35","bus",3.4,"No independent",10,"Extraverted",3.3," NO Selfcontrol",4," NO Anxious",0,"IT","IT","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"895",13.8973306,TRUE,"<=35","car",4.8,"Independent",8.6,"Extraverted",7.2,"Selfcontrol",4," NO Anxious",1,"others","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"896",49.70841889,FALSE,"<=35","car",3.4,"No independent",7,"Extraverted",4.9," NO Selfcontrol",7.9,"Anxious",0,"others","MOE","HR","High Risk","Medium Risk","Medium Risk","High Risk"
"897",7.12936345,FALSE,"<=35","bus",6.2,"Independent",7,"Extraverted",4.1," NO Selfcontrol",4.8," NO Anxious",0,"IT","IT","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"898",2.792607803,TRUE,"<=35","bus",5.5,"Independent",7,"Extraverted",4.1," NO Selfcontrol",5.6," NO Anxious",1,"others","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"899",9.067761807,FALSE,">35","car",8.4,"Independent",4.6,"Introverted",5.7," NO Selfcontrol",4," NO Anxious",0,"etc","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"900",113.8398357,FALSE,"<=35","bus",4.8,"Independent",2.2,"Introverted",8.7,"Selfcontrol",7.9,"Anxious",0,"others","MOE","HR","High Risk","Medium Risk","Medium Risk","High Risk"
"901",113.8398357,FALSE,"<=35","bus",3.4,"No independent",3.8,"Introverted",8.7,"Selfcontrol",7.1,"Anxious",0,"others","MOE","HR","High Risk","Medium Risk","Medium Risk","High Risk"
"902",66.69404517,FALSE,"<=35","car",4.8,"Independent",7.8,"Extraverted",2.6," NO Selfcontrol",8.7,"Anxious",0,"others","MOE","HR","High Risk","Medium Risk","Medium Risk","High Risk"
"903",66.69404517,FALSE,"<=35","car",4.1,"Independent",8.6,"Extraverted",1.8," NO Selfcontrol",8.7,"Anxious",0,"others","MOE","HR","High Risk","Medium Risk","Medium Risk","High Risk"
"904",92.64887064,FALSE,"<=35","foot",7.6,"Independent",4.6,"Introverted",9.5,"Selfcontrol",2.5," NO Anxious",0,"manufacture","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"905",92.64887064,FALSE,"<=35","foot",5.5,"Independent",5.4,"Introverted",7.2,"Selfcontrol",5.6," NO Anxious",0,"manufacture","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"906",57.69199179,FALSE,"<=35","car",5.5,"Independent",5.4,"Introverted",6.4,"Selfcontrol",2.5," NO Anxious",0,"others","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"907",3.811088296,FALSE,"<=35","bus",6.9,"Independent",1.4,"Introverted",8,"Selfcontrol",6.3,"Anxious",0,"others","MOE","HR","High Risk","Medium Risk","Medium Risk","High Risk"
"908",106.2176591,FALSE,"<=35","bus",5.5,"Independent",5.4,"Introverted",5.7," NO Selfcontrol",4.8," NO Anxious",0,"others","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"909",19.51540041,FALSE,"<=35","bus",7.6,"Independent",5.4,"Introverted",6.4,"Selfcontrol",4.8," NO Anxious",0,"others","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"910",19.51540041,FALSE,"<=35","bus",6.2,"Independent",6.2,"Extraverted",6.4,"Selfcontrol",4," NO Anxious",0,"others","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"911",15.11293634,TRUE,"<=35","car",4.8,"Independent",7.8,"Extraverted",3.3," NO Selfcontrol",6.3,"Anxious",1,"others","MOE","HR","High Risk","Medium Risk","Medium Risk","High Risk"
"912",22.24229979,FALSE,">35","bus",6.9,"Independent",3,"Introverted",6.4,"Selfcontrol",5.6," NO Anxious",0,"IT","IT","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"913",22.24229979,FALSE,">35","bus",6.2,"Independent",7,"Extraverted",5.7," NO Selfcontrol",4.8," NO Anxious",0,"IT","IT","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"914",26.80903491,TRUE,"<=35","bus",6.9,"Independent",1.4,"Introverted",8,"Selfcontrol",4," NO Anxious",1,"Banks","BCA","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"915",5.749486653,FALSE,"<=35","bus",4.8,"Independent",3.8,"Introverted",7.2,"Selfcontrol",5.6," NO Anxious",0,"others","MOE","Others","Low Risk","Medium Risk","Medium Risk","Low Risk"
"916",10.11909651,FALSE,"<=35","car",4.8,"Independent",7.8,"Extraverted",3.3," NO Selfcontrol",5.6," NO Anxious",0,"others","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"917",10.11909651,FALSE,"<=35","car",4.1,"Independent",10,"Extraverted",1.8," NO Selfcontrol",6.3,"Anxious",0,"others","MOE","HR","High Risk","Medium Risk","Medium Risk","High Risk"
"918",52.00821355,FALSE,"<=35","bus",6.9,"Independent",6.2,"Extraverted",8.7,"Selfcontrol",3.3," NO Anxious",0,"others","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"919",105.8234086,FALSE,"<=35","bus",7.6,"Independent",4.6,"Introverted",4.1," NO Selfcontrol",4.8," NO Anxious",0,"IT","IT","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"920",3.482546201,FALSE,">35","foot",6.2,"Independent",4.6,"Introverted",4.9," NO Selfcontrol",6.3,"Anxious",0,"IT","IT","IT","Low Risk","High Risk","High Risk","Low Risk"
"921",7.523613963,FALSE,">35","bus",4.8,"Independent",7,"Extraverted",6.4,"Selfcontrol",5.6," NO Anxious",0,"etc","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"922",16.06570842,FALSE,">35","bus",6.2,"Independent",6.2,"Extraverted",6.4,"Selfcontrol",3.3," NO Anxious",0,"others","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"923",43.26899384,FALSE,">35","bus",7.6,"Independent",3.8,"Introverted",5.7," NO Selfcontrol",6.3,"Anxious",0,"Consult","BCA","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"924",20.89527721,FALSE,"<=35","bus",6.2,"Independent",3.8,"Introverted",6.4,"Selfcontrol",4.8," NO Anxious",0,"IT","IT","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"925",1.18275154,FALSE,"<=35","bus",9.1,"Independent",7,"Extraverted",1.8," NO Selfcontrol",4.8," NO Anxious",0,"others","MOE","Others","Low Risk","Medium Risk","Medium Risk","Low Risk"
"926",132.8952772,FALSE,"<=35","bus",5.5,"Independent",3.8,"Introverted",8.7,"Selfcontrol",3.3," NO Anxious",0,"manufacture","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"927",132.8952772,FALSE,"<=35","bus",6.9,"Independent",3,"Introverted",6.4,"Selfcontrol",3.3," NO Anxious",0,"manufacture","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"928",93.8973306,FALSE,"<=35","bus",4.8,"Independent",5.4,"Introverted",5.7," NO Selfcontrol",6.3,"Anxious",0,"manufacture","MOE","IT","High Risk","Medium Risk","Medium Risk","High Risk"
"929",21.88090349,FALSE,">35","foot",1.9,"No independent",7,"Extraverted",9.5,"Selfcontrol",5.6," NO Anxious",0,"manufacture","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"930",21.88090349,FALSE,">35","foot",2.6,"No independent",6.2,"Extraverted",8.7,"Selfcontrol",6.3,"Anxious",0,"manufacture","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"931",21.88090349,FALSE,">35","foot",2.6,"No independent",5.4,"Introverted",10,"Selfcontrol",3.3," NO Anxious",0,"manufacture","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"932",21.88090349,FALSE,">35","foot",5.5,"Independent",4.6,"Introverted",10,"Selfcontrol",2.5," NO Anxious",0,"manufacture","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"933",11.92607803,FALSE,"<=35","bus",4.8,"Independent",7,"Extraverted",6.4,"Selfcontrol",4.8," NO Anxious",0,"others","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"934",3.416837782,TRUE,">35","bus",4.8,"Independent",8.6,"Extraverted",3.3," NO Selfcontrol",4," NO Anxious",1,"others","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"935",58.94045175,FALSE,"<=35","bus",7.6,"Independent",6.2,"Extraverted",4.1," NO Selfcontrol",4," NO Anxious",0,"etc","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"936",23.55646817,FALSE,"<=35","car",6.9,"Independent",7,"Extraverted",1.8," NO Selfcontrol",6.3,"Anxious",0,"Consult","BCA","HR","High Risk","Medium Risk","Medium Risk","High Risk"
"937",16.62422998,FALSE,"<=35","bus",2.6,"No independent",6.2,"Extraverted",2.6," NO Selfcontrol",10,"Anxious",0,"Banks","BCA","HR","High Risk","Medium Risk","Medium Risk","High Risk"
"938",4.501026694,FALSE,"<=35","bus",4.8,"Independent",6.2,"Extraverted",6.4,"Selfcontrol",7.1,"Anxious",0,"Consult","BCA","HR","High Risk","Medium Risk","Medium Risk","High Risk"
"939",36.73100616,FALSE,"<=35","bus",6.9,"Independent",4.6,"Introverted",7.2,"Selfcontrol",5.6," NO Anxious",0,"others","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"940",36.73100616,FALSE,"<=35","bus",4.8,"Independent",6.2,"Extraverted",4.9," NO Selfcontrol",4.8," NO Anxious",0,"others","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"941",72.57494867,FALSE,"<=35","bus",4.1,"Independent",4.6,"Introverted",6.4,"Selfcontrol",4.8," NO Anxious",0,"IT","IT","IT","Low Risk","High Risk","High Risk","Low Risk"
"942",52.10677618,FALSE,"<=35","bus",4.8,"Independent",6.2,"Extraverted",5.7," NO Selfcontrol",5.6," NO Anxious",0,"others","MOE","Others","Low Risk","Medium Risk","Medium Risk","Low Risk"
"943",13.5687885,TRUE,"<=35","car",4.8,"Independent",6.2,"Extraverted",2.6," NO Selfcontrol",5.6," NO Anxious",1,"manufacture","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"944",6.176591376,TRUE,"<=35","bus",7.6,"Independent",3.8,"Introverted",8.7,"Selfcontrol",4," NO Anxious",1,"others","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"945",60.25462012,TRUE,"<=35","car",7.6,"Independent",6.2,"Extraverted",6.4,"Selfcontrol",2.5," NO Anxious",1,"others","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"946",3.482546201,FALSE,"<=35","bus",6.2,"Independent",3.8,"Introverted",6.4,"Selfcontrol",5.6," NO Anxious",0,"manufacture","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"947",7.852156057,FALSE,">35","bus",4.8,"Independent",1.4,"Introverted",8.7,"Selfcontrol",5.6," NO Anxious",0,"others","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"948",7.852156057,FALSE,">35","bus",8.4,"Independent",3,"Introverted",8,"Selfcontrol",3.3," NO Anxious",0,"others","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"949",1.80698152,TRUE,"<=35","bus",4.1,"Independent",3,"Introverted",9.5,"Selfcontrol",7.1,"Anxious",1,"others","MOE","Others","High Risk","Medium Risk","Medium Risk","High Risk"
"950",1.445585216,FALSE,"<=35","bus",6.2,"Independent",6.2,"Extraverted",4.9," NO Selfcontrol",5.6," NO Anxious",0,"IT","IT","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"951",72.67351129,FALSE,"<=35","car",4.8,"Independent",4.6,"Introverted",8,"Selfcontrol",6.3,"Anxious",0,"etc","MOE","HR","High Risk","Medium Risk","Medium Risk","High Risk"
"952",60.94455852,TRUE,"<=35","car",4.8,"Independent",5.4,"Introverted",6.4,"Selfcontrol",6.3,"Anxious",1,"IT","IT","HR","High Risk","Medium Risk","Medium Risk","High Risk"
"953",44.94455852,FALSE,"<=35","bus",7.6,"Independent",2.2,"Introverted",6.4,"Selfcontrol",4.8," NO Anxious",0,"others","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"954",90.51334702,TRUE,"<=35","bus",5.5,"Independent",3,"Introverted",9.5,"Selfcontrol",6.3,"Anxious",1,"IT","IT","HR","High Risk","Medium Risk","Medium Risk","High Risk"
"955",6.439425051,TRUE,"<=35","car",5.5,"Independent",7.8,"Extraverted",1.8," NO Selfcontrol",6.3,"Anxious",1,"manufacture","MOE","Others","High Risk","Medium Risk","Medium Risk","High Risk"
"956",9.330595483,FALSE,"<=35","bus",6.2,"Independent",3.8,"Introverted",6.4,"Selfcontrol",7.1,"Anxious",0,"Banks","BCA","HR","High Risk","Medium Risk","Medium Risk","High Risk"
"957",7.195071869,FALSE,"<=35","bus",4.8,"Independent",7.8,"Extraverted",3.3," NO Selfcontrol",6.3,"Anxious",0,"IT","IT","HR","High Risk","Medium Risk","Medium Risk","High Risk"
"958",24.27926078,FALSE,"<=35","bus",7.6,"Independent",3,"Introverted",8.7,"Selfcontrol",3.3," NO Anxious",0,"others","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"959",44.55030801,FALSE,"<=35","car",5.5,"Independent",7,"Extraverted",4.1," NO Selfcontrol",5.6," NO Anxious",0,"manufacture","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"960",16,TRUE,"<=35","bus",2.6,"No independent",6.2,"Extraverted",4.9," NO Selfcontrol",7.9,"Anxious",1,"others","MOE","HR","High Risk","Medium Risk","Medium Risk","High Risk"
"961",166.0780287,TRUE,"<=35","car",4.8,"Independent",3.8,"Introverted",9.5,"Selfcontrol",4," NO Anxious",1,"Banks","BCA","Others","Low Risk","Low Risk","Low Risk","Low Risk"
"962",51.74537988,FALSE,"<=35","bus",9.1,"Independent",5.4,"Introverted",4.9," NO Selfcontrol",3.3," NO Anxious",0,"etc","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"963",59.76180698,FALSE,">35","car",6.9,"Independent",3.8,"Introverted",4.1," NO Selfcontrol",5.6," NO Anxious",0,"Banks","BCA","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"964",30.12731006,FALSE,"<=35","bus",5.5,"Independent",4.6,"Introverted",7.2,"Selfcontrol",4.8," NO Anxious",0,"manufacture","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"965",12.32032854,FALSE,"<=35","car",2.6,"No independent",6.2,"Extraverted",8,"Selfcontrol",6.3,"Anxious",0,"others","MOE","HR","High Risk","Medium Risk","Medium Risk","High Risk"
"966",89.36344969,TRUE,"<=35","bus",4.8,"Independent",7,"Extraverted",4.9," NO Selfcontrol",6.3,"Anxious",1,"others","MOE","HR","High Risk","Medium Risk","Medium Risk","High Risk"
"967",74.05338809,TRUE,"<=35","car",4.1,"Independent",5.4,"Introverted",6.4,"Selfcontrol",6.3,"Anxious",1,"manufacture","MOE","Others","High Risk","Medium Risk","Medium Risk","High Risk"
"968",45.07597536,FALSE,"<=35","bus",6.9,"Independent",6.2,"Extraverted",1.8," NO Selfcontrol",5.6," NO Anxious",0,"IT","IT","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"969",5.749486653,FALSE,"<=35","bus",4.1,"Independent",2.2,"Introverted",5.7," NO Selfcontrol",8.7,"Anxious",0,"manufacture","MOE","HR","High Risk","Medium Risk","Medium Risk","High Risk"
"970",20.96098563,TRUE,"<=35","bus",7.6,"Independent",4.6,"Introverted",7.2,"Selfcontrol",3.3," NO Anxious",1,"others","MOE","Others","Low Risk","Medium Risk","Medium Risk","Low Risk"
"971",21.15811088,FALSE,">35","bus",4.8,"Independent",7,"Extraverted",4.9," NO Selfcontrol",7.1,"Anxious",0,"others","MOE","Others","Low Risk","Medium Risk","Medium Risk","Low Risk"
"972",19.94250513,TRUE,"<=35","bus",3.4,"No independent",6.2,"Extraverted",6.4,"Selfcontrol",7.1,"Anxious",1,"manufacture","MOE","Others","High Risk","Medium Risk","Medium Risk","High Risk"
"973",29.24024641,TRUE,">35","bus",5.5,"Independent",3.8,"Introverted",5.7," NO Selfcontrol",4.8," NO Anxious",1,"others","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"974",19.35112936,FALSE,">35","foot",6.9,"Independent",3.8,"Introverted",8,"Selfcontrol",6.3,"Anxious",0,"others","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"975",112.788501,FALSE,"<=35","car",1.9,"No independent",4.6,"Introverted",7.2,"Selfcontrol",5.6," NO Anxious",0,"others","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"976",48.62422998,FALSE,">35","bus",6.2,"Independent",6.2,"Extraverted",6.4,"Selfcontrol",5.6," NO Anxious",0,"manufacture","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"977",103.5893224,FALSE,"<=35","bus",3.4,"No independent",7.8,"Extraverted",5.7," NO Selfcontrol",5.6," NO Anxious",0,"others","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"978",52.79671458,FALSE,"<=35","bus",6.9,"Independent",6.2,"Extraverted",8.7,"Selfcontrol",3.3," NO Anxious",0,"others","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"979",33.67556468,FALSE,">35","car",4.1,"Independent",1.4,"Introverted",9.5,"Selfcontrol",7.1,"Anxious",0,"manufacture","MOE","Others","Low Risk","Medium Risk","Medium Risk","Low Risk"
"980",65.3798768,FALSE,"<=35","car",5.5,"Independent",5.4,"Introverted",4.9," NO Selfcontrol",8.7,"Anxious",0,"etc","MOE","HR","High Risk","Medium Risk","Medium Risk","High Risk"
"981",50.0698152,FALSE,">35","bus",8.4,"Independent",3.8,"Introverted",4.9," NO Selfcontrol",4," NO Anxious",0,"others","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"982",31.34291581,FALSE,"<=35","foot",4.1,"Independent",6.2,"Extraverted",8,"Selfcontrol",4," NO Anxious",0,"Consult","BCA","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"983",31.34291581,FALSE,"<=35","foot",4.1,"Independent",4.6,"Introverted",9.5,"Selfcontrol",6.3,"Anxious",0,"Consult","BCA","HR","High Risk","Medium Risk","Medium Risk","High Risk"
"984",142.75154,FALSE,"<=35","car",6.2,"Independent",3.8,"Introverted",4.1," NO Selfcontrol",7.9,"Anxious",0,"others","MOE","Others","High Risk","Medium Risk","Medium Risk","High Risk"
"985",4.1724846,FALSE,"<=35","bus",6.2,"Independent",3.8,"Introverted",6.4,"Selfcontrol",5.6," NO Anxious",0,"etc","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"986",49.47843943,FALSE,"<=35","bus",4.8,"Independent",5.4,"Introverted",2.6," NO Selfcontrol",8.7,"Anxious",0,"others","MOE","Others","High Risk","Medium Risk","Medium Risk","High Risk"
"987",2.135523614,FALSE,">35","car",4.1,"Independent",5.4,"Introverted",8,"Selfcontrol",7.1,"Anxious",0,"manufacture","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"988",2.135523614,FALSE,">35","car",5.5,"Independent",3,"Introverted",7.2,"Selfcontrol",7.9,"Anxious",0,"manufacture","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"989",75.8275154,FALSE,"<=35","bus",6.2,"Independent",2.2,"Introverted",8.7,"Selfcontrol",4," NO Anxious",0,"others","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"990",67.4825462,FALSE,">35","bus",6.9,"Independent",4.6,"Introverted",3.3," NO Selfcontrol",6.3,"Anxious",0,"others","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"991",9.133470226,FALSE,"<=35","bus",8.4,"Independent",7.8,"Extraverted",2.6," NO Selfcontrol",4," NO Anxious",0,"IT","IT","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"992",9.133470226,FALSE,"<=35","bus",7.6,"Independent",7.8,"Extraverted",3.3," NO Selfcontrol",4.8," NO Anxious",0,"IT","IT","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"993",33.28131417,FALSE,">35","bus",6.9,"Independent",3,"Introverted",8,"Selfcontrol",4," NO Anxious",0,"others","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
